Region,Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
,ROMO,Rocky Mountain National Park,Mammal,1,Soricomorpha,Soricidae,88663,179949,Active,Sorex merriami,merriam's shrew,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1,,,,,,,G4,CO: S3
,ROMO,Rocky Mountain National Park,Mammal,1,Soricomorpha,Soricidae,88665,179950,Active,Sorex monticolus,montane shrew,,Accepted,No,Approved,Present,,Native,,Unknown,Breeder,,,2,3,38,,,,,,
,ROMO,Rocky Mountain National Park,Mammal,1,Soricomorpha,Soricidae,88666,179951,Active,Sorex nanus,dwarf shrew,,Accepted,No,Approved,Present,,Native,,Rare,Management Priority; Breeder,,,1,,5,,,,,G4,CO: S2
,ROMO,Rocky Mountain National Park,Mammal,1,Soricomorpha,Soricidae,88127,179933,Active,Sorex palustris,water shrew,,Accepted,No,Approved,Present,,Native,,Unknown,Breeder,,,1,1,7,,,,,G5,CO: S4
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,79517,175309,Active,Accipiter cooperii,Cooper's Hawk,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2,14,,,SC,,,G5,"CO: S3S4B,S4N"
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,79508,175300,Active,Accipiter gentilis,Northern Goshawk,,Accepted,No,Approved,Present,,Native,,Common,"Exploitation Concern, Management Priority; Breeder",,,3,13,,,RT,,,G5,CO: S3B
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,79512,175304,Active,Accipiter striatus,Sharp-shinned Hawk,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,10,,,SC,,,G5,"CO: S3S4B,S4N"
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,80429,175407,Active,Aquila chrysaetos,Golden Eagle,,Accepted,No,Approved,Present,,Native,,Common,Exploitation Concern; Breeder,,,2,15,4,,SC,,,G5,"CO: S3S4B,S4N"
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,79563,175350,Active,Buteo jamaicensis,Red-tailed Hawk,,Accepted,No,Approved,Present,,Native,,Common,Exploitation Concern; Breeder,,,4,40,2,,50,,,G5,"CO: S5B,S5N"
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,79570,175357,Active,Buteo jamaicensis harlani,Harlan's Hawk,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1,,,,,,,G5TU,
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,303665,571694,Active,Buteo jamaicensis kriderii,Krider's Hawk,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,1,,,,,,,,
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,80391,175373,Active,Buteo lagopus,Rough-legged Hawk,,Accepted,No,Approved,Present,,Native,,Uncommon,Exploitation Concern; Resident,,,2,,,,SC,,,G5,CO: S5N
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,79579,175365,Active,Buteo platypterus,Broad-winged Hawk,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,,,1,,,,,G5,CO: S5B
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,80395,175377,Active,Buteo regalis,Ferruginous Hawk,,Accepted,No,Approved,Present,,Native,,Rare,Management Priority; Migratory,,,2,1,,,RT,CO: SC,,G4,"CO: S3B,S4N"
